fund_return_category_rank_1year,fund_beta_3years,fund_stdev_3years,fund_return_category_rank_ytd,fund_beta_5years,fund_stdev_5years,fund_stdev_10years,fund_r_squared_3years,fund_return_category_rank_3months,fund_return_2020_q1,fund_category,investment_type,size_type,morningstar_risk_rating
73.0,0.85,10.29,69.0,0.88,8.61,8.58,88.35,71.0,-0.11556,Allocation--30% to 50% Equity,Value,Large,4.0
70.0,0.85,10.3,66.0,0.88,8.62,8.58,88.25,72.0,-0.1153,Allocation--30% to 50% Equity,Value,Large,4.0
88.0,1.03,20.59,61.0,1.05,17.47,17.3,80.93,34.0,-0.12482,Technology,Growth,Large,2.0
86.0,1.03,20.59,60.0,1.05,17.47,17.3,80.96,33.0,-0.12458,Technology,Growth,Large,2.0
8.0,1.38,16.4,10.0,1.36,13.28,11.45,92.17,82.0,-0.20549,Allocation--50% to 70% Equity,Value,Large,5.0
69.0,0.94,16.97,89.0,0.98,14.71,13.17,95.87,86.0,-0.2141,Foreign Large Blend,Blend,Large,3.0
7.0,1.39,16.4,10.0,1.36,13.28,11.45,92.17,78.0,-0.2044,Allocation--50% to 70% Equity,Value,Large,5.0
8.0,1.39,16.4,10.0,1.36,13.28,11.45,92.15,81.0,-0.20507,Allocation--50% to 70% Equity,Value,Large,5.0
73.0,0.94,16.98,90.0,0.98,14.72,13.17,95.89,89.0,-0.21528,Foreign Large Blend,Blend,Large,3.0
63.0,0.94,16.99,87.0,0.98,14.73,13.17,95.88,84.0,-0.2135,Foreign Large Blend,Blend,Large,3.0
62.0,0.94,16.99,87.0,0.98,14.73,13.17,95.86,85.0,-0.2135,Foreign Large Blend,Blend,Large,3.0
72.0,0.94,16.96,89.0,0.98,14.71,13.17,95.92,88.0,-0.21483,Foreign Large Blend,Blend,Large,3.0
65.0,0.94,16.97,89.0,0.98,14.73,13.17,95.86,85.0,-0.21366,Foreign Large Blend,Blend,Large,3.0
94.0,0.99,3.48,88.0,1.0,3.26,3.07,99.08,71.0,0.03239,Intermediate Core Bond,Blend,Medium,3.0
51.0,1.01,16.41,38.0,1.01,13.51,13.17,87.57,59.0,0.32188,Small Growth,Growth,Small,3.0
96.0,0.74,14.89,94.0,0.73,12.2,10.34,84.18,99.0,-0.20232,Large Value,Value,Large,1.0
96.0,1.04,4.42,89.0,1.05,3.96,3.65,66.12,7.0,0.08062,Intermediate Government,Blend,Large,5.0
19.0,1.37,15.88,39.0,1.37,12.94,13.92,95.94,14.0,-0.19698,World Allocation,Blend,Large,5.0
24.0,1.16,22.8,22.0,1.15,18.46,16.24,89.09,13.0,-0.29299,Large Value,Value,Large,4.0
34.0,0.7,6.25,13.0,0.62,4.96,4.61,14.7,37.0,-0.0653,World Bond,Blend,Small,2.0
34.0,1.14,5.39,22.0,1.06,4.49,3.73,52.57,17.0,-0.0301,Intermediate Core-Plus Bond,Blend,Medium,4.0
26.0,1.14,5.4,16.0,1.06,4.49,3.74,52.52,13.0,-0.02911,Intermediate Core-Plus Bond,Blend,Medium,4.0
78.0,1.29,25.73,91.0,1.27,20.98,18.36,86.39,80.0,-0.32101,Small Blend,Blend,Small,3.0
48.0,2.4,48.31,62.0,2.23,40.18,32.81,79.75,55.0,-0.61495,Equity Energy,Value,Medium,3.0
96.0,0.79,15.04,79.0,0.78,12.95,12.85,85.04,24.0,-0.19287,Foreign Large Value,Value,Large,1.0
97.0,0.79,15.09,79.0,0.78,12.94,12.88,84.56,20.0,-0.1938,Foreign Large Value,Value,Large,1.0
96.0,0.79,15.21,72.0,0.79,13.1,12.95,83.62,22.0,-0.18961,Foreign Large Value,Value,Large,1.0
96.0,0.79,15.19,72.0,0.79,13.08,12.94,84.26,14.0,-0.19235,Foreign Large Value,Value,Large,1.0
14.0,1.19,23.51,29.0,1.17,19.08,16.21,87.53,60.0,-0.31104,Large Value,Value,Large,4.0
12.0,1.19,23.49,26.0,1.17,19.07,16.21,87.59,52.0,-0.30987,Large Value,Value,Large,4.0
13.0,1.19,23.51,26.0,1.17,19.08,16.21,87.6,55.0,-0.31054,Large Value,Value,Large,4.0
99.0,0.72,14.14,66.0,0.72,12.05,12.16,82.53,49.0,-0.13134,Unknown,Blend,Large,1.0
6.0,0.52,11.28,15.0,0.36,8.88,7.6,2.48,59.0,-0.15853,High Yield Bond,Value,Small,4.0
6.0,0.52,11.28,13.0,0.36,8.88,7.61,2.49,55.0,-0.15783,High Yield Bond,Value,Small,4.0
28.0,1.09,19.7,5.0,1.08,16.23,15.58,95.46,8.0,-0.24489,Foreign Large Blend,Blend,Large,4.0
75.0,1.04,19.05,45.0,1.06,15.74,14.99,97.08,82.0,-0.20727,Unknown,Growth,Large,3.0
97.0,0.82,14.86,74.0,0.79,11.94,10.04,95.06,74.0,-0.23107,Foreign Large Blend,Value,Large,1.0
37.0,1.09,19.66,5.0,1.08,16.2,15.55,95.53,10.0,-0.24644,Foreign Large Blend,Blend,Large,4.0
64.0,1.05,19.08,31.0,1.06,15.77,15.01,97.08,74.0,-0.20476,Unknown,Growth,Large,3.0
96.0,0.82,14.87,72.0,0.79,11.95,10.05,95.05,72.0,-0.22999,Foreign Large Blend,Value,Large,1.0
8.0,1.39,16.4,10.0,1.36,13.28,11.45,92.16,82.0,-0.20519,Allocation--50% to 70% Equity,Value,Large,5.0
96.0,0.82,14.89,71.0,0.79,11.96,10.05,95.06,71.0,-0.2297,Foreign Large Blend,Value,Large,1.0
14.0,1.19,23.5,27.0,1.17,19.07,16.2,87.58,57.0,-0.31043,Large Value,Value,Large,4.0
63.0,1.05,19.07,30.0,1.06,15.76,15.01,97.09,75.0,-0.20474,Unknown,Growth,Large,3.0
29.0,1.02,19.48,8.0,1.01,13.51,13.17,85.36,62.0,-0.26112,Foreign Small/Mid Growth,Growth,Medium,2.0
32.0,1.02,19.47,8.0,1.01,13.51,13.17,85.36,70.0,-0.26239,Foreign Small/Mid Growth,Growth,Medium,2.0
29.0,1.02,19.47,7.0,1.01,13.51,13.17,85.42,60.0,-0.2601,Foreign Small/Mid Growth,Growth,Medium,2.0
28.0,1.02,19.48,6.0,1.01,13.51,13.17,85.39,60.0,-0.2601,Foreign Small/Mid Growth,Growth,Medium,2.0
29.0,1.02,19.47,7.0,1.01,13.51,13.17,85.34,62.0,-0.26052,Foreign Small/Mid Growth,Growth,Medium,2.0
11.0,1.22,24.29,7.0,1.2,19.71,17.04,86.14,37.0,-0.32393,Large Value,Value,Large,5.0
9.0,1.22,24.3,6.0,1.2,19.72,17.04,86.22,31.0,-0.32344,Large Value,Value,Large,5.0
11.0,1.22,24.29,7.0,1.2,19.71,17.03,86.15,34.0,-0.32363,Large Value,Value,Large,5.0
77.0,0.34,1.49,64.0,0.38,1.45,1.56,65.74,57.0,0.00404,Short-Term Bond,Value,Medium,3.0
72.0,1.05,19.07,41.0,1.06,15.76,15.0,97.06,80.0,-0.20658,Unknown,Growth,Large,3.0
51.0,1.01,16.41,47.0,1.01,13.51,13.17,87.57,36.0,-0.16424,Large Growth,Growth,Large,3.0
88.0,1.14,22.48,92.0,1.13,18.14,13.17,89.13,72.0,-0.29521,Mid-Cap Value,Value,Medium,2.0
91.0,1.15,22.53,93.0,1.13,18.16,13.17,89.05,81.0,-0.29705,Mid-Cap Value,Value,Medium,2.0
88.0,1.15,22.55,92.0,1.13,18.18,13.17,89.2,71.0,-0.29491,Mid-Cap Value,Value,Medium,2.0
90.0,1.15,22.51,92.0,1.13,18.16,13.17,89.22,77.0,-0.29597,Mid-Cap Value,Value,Medium,2.0
88.0,1.15,22.5,92.0,1.13,18.15,13.17,89.18,70.0,-0.29491,Mid-Cap Value,Value,Medium,2.0
88.0,1.15,22.5,92.0,1.13,18.16,13.17,89.21,75.0,-0.29521,Mid-Cap Value,Value,Medium,2.0
89.0,1.27,25.5,85.0,1.25,20.79,18.68,84.8,77.0,-0.26415,Small Growth,Growth,Small,3.0
79.0,1.29,25.77,92.0,1.27,21.0,18.37,86.46,82.0,-0.3216,Small Blend,Blend,Small,3.0
15.0,0.92,19.87,6.0,0.88,16.81,16.59,68.77,10.0,-0.26889,Real Estate,Blend,Medium,4.0
15.0,0.92,19.87,7.0,0.88,16.81,16.59,68.7,14.0,-0.26931,Real Estate,Blend,Medium,4.0
16.0,0.92,19.86,7.0,0.88,16.8,16.59,68.7,15.0,-0.26977,Real Estate,Blend,Medium,4.0
40.0,0.71,6.24,16.0,0.62,4.95,4.61,14.93,47.0,-0.06596,World Bond,Blend,Small,2.0
51.0,0.72,6.26,24.0,0.64,4.99,4.63,15.25,51.0,-0.06671,World Bond,Blend,Small,2.0
54.0,0.72,6.24,25.0,0.63,4.95,4.59,15.51,52.0,-0.06774,World Bond,Blend,Small,2.0
35.0,0.72,6.25,15.0,0.64,4.97,4.62,15.34,37.0,-0.06539,World Bond,Blend,Small,2.0
88.0,1.27,25.52,83.0,1.25,20.8,18.69,84.83,76.0,-0.26369,Small Growth,Growth,Small,3.0
39.0,0.72,6.32,16.0,0.64,5.02,4.66,15.19,40.0,-0.06596,World Bond,Blend,Small,3.0
10.0,1.09,19.35,15.0,1.07,15.82,15.3,97.99,25.0,-0.25359,Foreign Large Blend,Blend,Large,4.0
9.0,1.12,20.0,15.0,1.1,16.33,15.68,97.86,28.0,-0.2628,Foreign Large Blend,Blend,Large,4.0
9.0,1.12,19.93,16.0,1.1,16.27,15.63,97.9,29.0,-0.26176,Foreign Large Blend,Blend,Large,4.0
10.0,1.08,19.26,13.0,1.06,15.74,15.23,97.95,26.0,-0.2519,Foreign Large Blend,Blend,Large,4.0
10.0,1.08,19.23,14.0,1.06,15.73,15.22,97.86,24.0,-0.25166,Foreign Large Blend,Blend,Large,4.0
9.0,1.09,19.35,15.0,1.07,15.82,15.3,97.96,25.0,-0.25335,Foreign Large Blend,Blend,Large,4.0
77.0,1.16,23.68,53.0,1.15,19.6,17.32,82.57,75.0,-0.28931,Small Blend,Blend,Small,2.0
28.0,1.09,19.69,4.0,1.08,16.22,15.57,95.45,8.0,-0.24478,Foreign Large Blend,Blend,Large,4.0
95.0,0.73,13.27,36.0,0.68,10.54,9.3,93.26,36.0,-0.19148,World Large Stock,Value,Large,1.0
96.0,0.73,13.26,38.0,0.68,10.52,9.28,93.28,38.0,-0.19299,World Large Stock,Value,Large,1.0
94.0,0.72,13.25,35.0,0.68,10.52,9.3,93.2,35.0,-0.1909,World Large Stock,Value,Large,1.0
34.0,1.04,20.43,45.0,1.02,16.41,14.24,88.28,53.0,-0.26877,Large Value,Value,Large,3.0
34.0,1.18,13.58,36.0,1.18,10.97,12.96,98.24,30.0,-0.17554,World Allocation,Blend,Large,4.0
44.0,1.18,13.54,43.0,1.18,10.92,12.97,98.26,35.0,-0.17746,World Allocation,Blend,Large,4.0
44.0,1.18,13.53,43.0,1.18,10.92,12.96,98.33,34.0,-0.17647,World Allocation,Blend,Large,4.0
31.0,1.19,13.57,36.0,1.18,10.96,12.95,98.45,29.0,-0.17464,World Allocation,Blend,Large,4.0
32.0,1.18,13.54,35.0,1.18,10.94,12.95,98.22,30.0,-0.17433,World Allocation,Blend,Large,3.0
18.0,1.05,20.66,24.0,1.03,16.73,15.9,88.74,62.0,-0.16185,Large Growth,Growth,Large,4.0
85.0,0.92,11.03,88.0,0.93,8.93,13.17,90.61,63.0,-0.10993,World Allocation,Blend,Large,2.0
51.0,1.34,26.64,52.0,1.23,22.55,25.84,78.73,50.0,-0.35879,Miscellaneous Region,Value,Large,5.0
28.0,0.37,2.91,25.0,0.33,2.3,13.17,18.9,62.0,-0.02774,Short-Term Bond,Value,Medium,3.0
83.0,0.91,16.84,68.0,0.92,13.75,13.41,94.24,23.0,-0.23392,Unknown,Value,Large,2.0
49.0,1.28,14.55,60.0,1.28,11.79,11.48,99.19,71.0,-0.1725,Target-Date 2035,Blend,Large,3.0
50.0,0.96,10.95,51.0,0.97,8.9,8.95,99.11,37.0,-0.12265,Target-Date 2025,Blend,Large,3.0
25.0,1.16,22.79,22.0,1.15,18.45,16.22,89.07,13.0,-0.29343,Large Value,Value,Large,4.0
38.0,1.14,5.39,24.0,1.06,4.48,3.73,52.47,21.0,-0.03091,Intermediate Core-Plus Bond,Blend,Medium,4.0
16.0,1.23,14.18,19.0,1.22,11.45,10.53,96.62,28.0,-0.16363,Allocation--50% to 70% Equity,Blend,Large,4.0
13.0,1.23,14.21,18.0,1.22,11.47,10.55,96.61,23.0,-0.16265,Allocation--50% to 70% Equity,Blend,Large,4.0
53.0,0.97,18.31,63.0,0.97,14.95,14.3,97.07,54.0,-0.17764,Large Blend,Blend,Large,2.0
7.0,1.3,23.7,19.0,1.21,19.5,18.26,92.96,83.0,-0.3044,Foreign Large Value,Value,Large,5.0
50.0,2.4,48.27,66.0,2.22,40.15,32.78,79.8,59.0,-0.61585,Equity Energy,Value,Medium,3.0
63.0,0.99,18.58,87.0,0.97,14.91,13.17,91.43,91.0,-0.24519,Unknown,Value,Large,3.0
67.0,0.94,18.3,17.0,0.95,15.2,14.6,91.38,5.0,-0.1313,Large Growth,Growth,Large,3.0
48.0,0.72,6.28,20.0,0.64,4.99,4.63,15.08,49.0,-0.06722,World Bond,Blend,Small,2.0
7.0,0.52,11.28,17.0,0.36,8.87,7.6,2.48,64.0,-0.1591,High Yield Bond,Value,Small,4.0
97.0,1.14,4.83,93.0,1.02,4.32,4.26,87.92,74.0,-0.02684,High Yield Muni,Growth,Small,1.0
100.0,1.14,4.83,97.0,1.01,4.31,4.25,87.77,85.0,-0.02868,High Yield Muni,Growth,Small,1.0
100.0,1.14,4.83,96.0,1.01,4.31,4.25,87.84,84.0,-0.02857,High Yield Muni,Growth,Small,1.0
69.0,1.05,19.08,36.0,1.06,15.76,15.01,97.08,77.0,-0.20545,Unknown,Growth,Large,3.0
96.0,1.14,4.83,92.0,1.02,4.32,4.25,87.98,72.0,-0.0261,High Yield Muni,Growth,Small,1.0
31.0,1.09,19.66,5.0,1.08,16.21,15.56,95.53,9.0,-0.24532,Foreign Large Blend,Blend,Large,4.0
98.0,1.14,4.83,93.0,1.01,4.31,4.26,87.91,73.0,-0.02684,High Yield Muni,Growth,Small,1.0
84.0,0.34,1.49,74.0,0.38,1.45,1.55,65.78,66.0,0.00324,Short-Term Bond,Value,Medium,2.0
10.0,1.09,19.46,15.0,1.08,15.9,15.32,97.88,27.0,-0.25552,Foreign Large Blend,Blend,Large,4.0
38.0,1.15,23.06,33.0,1.13,18.57,16.78,85.03,23.0,-0.18334,Mid-Cap Growth,Growth,Medium,3.0
15.0,1.06,20.7,61.0,1.09,18.23,19.08,80.83,46.0,-0.24016,Diversified Emerging Mkts,Growth,Large,4.0
20.0,0.54,7.4,38.0,0.48,5.8,13.17,6.24,76.0,-0.09687,Multisector Bond,Value,Small,3.0
81.0,1.16,23.67,55.0,1.15,19.59,17.31,82.57,78.0,-0.28997,Small Blend,Blend,Small,2.0
83.0,1.16,23.65,60.0,1.15,19.58,17.29,82.58,84.0,-0.29137,Small Blend,Blend,Small,2.0
83.0,1.16,23.63,58.0,1.15,19.55,17.28,82.46,82.0,-0.29085,Small Blend,Blend,Small,2.0
54.0,1.18,24.55,55.0,1.15,19.8,18.2,79.0,39.0,-0.21435,Small Growth,Growth,Small,2.0
82.0,1.16,23.66,56.0,1.15,19.58,17.31,82.6,80.0,-0.29039,Small Blend,Blend,Small,2.0
80.0,1.16,23.66,54.0,1.15,19.58,17.3,82.52,78.0,-0.28951,Small Blend,Blend,Small,2.0
27.0,1.16,22.78,24.0,1.15,18.45,16.24,89.14,13.0,-0.29365,Large Value,Value,Large,4.0
34.0,1.16,22.76,30.0,1.15,18.43,16.22,89.11,17.0,-0.29561,Large Value,Value,Large,4.0
32.0,1.16,22.75,28.0,1.15,18.42,16.21,89.06,16.0,-0.2952,Large Value,Value,Large,4.0
30.0,1.16,22.8,26.0,1.15,18.46,16.24,89.1,14.0,-0.29456,Large Value,Value,Large,4.0
27.0,1.16,22.83,24.0,1.15,18.48,16.24,89.01,13.0,-0.29567,Large Value,Value,Large,4.0
44.0,1.03,20.02,97.0,1.02,16.59,13.17,82.5,100.0,-0.21528,Foreign Large Growth,Growth,Large,4.0
50.0,1.03,20.04,98.0,1.02,16.6,13.17,82.5,100.0,-0.21649,Foreign Large Growth,Growth,Large,4.0
40.0,1.03,20.03,97.0,1.02,16.59,13.17,82.41,100.0,-0.21446,Foreign Large Growth,Growth,Large,4.0
46.0,1.03,20.04,97.0,1.02,16.59,13.17,82.49,100.0,-0.2157,Foreign Large Growth,Growth,Large,4.0
40.0,1.03,20.02,97.0,1.02,16.58,13.17,82.52,100.0,-0.21464,Foreign Large Growth,Growth,Large,4.0
40.0,1.03,19.99,97.0,1.02,16.55,13.17,82.44,100.0,-0.21382,Foreign Large Growth,Growth,Large,4.0
57.0,0.29,5.42,53.0,0.29,4.36,4.34,91.14,47.0,-0.07261,Multistrategy,Blend,Large,3.0
65.0,1.46,16.7,66.0,1.01,13.51,13.17,99.02,80.0,-0.213,Target-Date 2060+,Blend,Large,2.0
60.0,0.29,5.41,59.0,0.29,4.35,4.34,91.26,52.0,-0.07364,Multistrategy,Blend,Large,2.0
51.0,1.01,16.41,44.0,1.01,13.51,13.17,87.57,49.0,0.14529,Unknown,Blend,Large,3.0
74.0,1.09,21.31,55.0,1.07,17.22,14.98,90.45,84.0,-0.24386,Mid-Cap Growth,Blend,Medium,3.0
56.0,0.29,5.41,53.0,0.29,4.34,4.33,90.85,44.0,-0.07128,Multistrategy,Blend,Large,2.0
51.0,1.01,16.41,53.0,1.01,13.51,13.17,87.57,57.0,0.14504,Unknown,Blend,Large,3.0
51.0,1.01,16.41,46.0,1.01,13.51,13.17,87.57,47.0,0.14547,Unknown,Blend,Large,3.0
51.0,1.01,16.41,98.0,1.01,13.51,13.17,87.57,80.0,0.12654,Unknown,Blend,Large,3.0
17.0,0.7,13.7,31.0,0.67,11.12,13.17,82.72,13.0,-0.15329,Multistrategy,Growth,Medium,5.0
51.0,1.01,16.41,100.0,1.01,13.51,13.17,87.57,79.0,0.12597,Unknown,Blend,Large,3.0
58.0,0.29,5.42,54.0,0.29,4.36,4.35,91.25,47.0,-0.07266,Multistrategy,Blend,Large,1.0
51.0,1.01,16.41,98.0,1.01,13.51,13.17,87.57,80.0,0.12623,Unknown,Blend,Large,3.0
55.0,0.29,5.43,49.0,0.29,4.37,4.36,91.18,42.0,-0.07128,Multistrategy,Blend,Large,2.0
56.0,0.29,5.43,53.0,0.29,4.37,4.35,91.16,45.0,-0.07187,Multistrategy,Blend,Large,2.0
51.0,1.01,16.41,96.0,1.01,13.51,13.17,87.57,72.0,0.12666,Unknown,Blend,Large,3.0
51.0,1.01,16.41,39.0,1.01,13.51,13.17,87.57,70.0,0.15963,Unknown,Blend,Large,3.0
51.0,1.01,16.41,45.0,1.01,13.51,13.17,87.57,83.0,0.15855,Unknown,Blend,Large,3.0
64.0,1.47,16.75,63.0,1.01,13.51,13.17,99.03,79.0,-0.2132,Target-Date 2060+,Blend,Large,3.0
51.0,1.01,16.41,43.0,1.01,13.51,13.17,87.57,76.0,0.15902,Unknown,Blend,Large,3.0
64.0,0.95,11.26,56.0,0.96,9.29,8.85,92.34,9.0,-0.11561,Allocation--50% to 70% Equity,Growth,Large,2.0
51.0,1.01,16.41,39.0,1.01,13.51,13.17,87.57,70.0,0.15934,Unknown,Blend,Large,3.0
76.0,0.95,11.28,67.0,0.96,9.29,8.86,92.36,10.0,-0.11733,Allocation--50% to 70% Equity,Growth,Large,2.0
51.0,1.01,16.41,37.0,1.01,13.51,13.17,87.57,71.0,0.15975,Unknown,Blend,Large,3.0
51.0,1.01,16.41,37.0,1.01,13.51,13.17,87.57,71.0,0.15975,Unknown,Blend,Large,3.0
49.0,0.75,17.57,31.0,0.73,15.22,15.81,59.23,10.0,-0.16424,Real Estate,Blend,Medium,3.0
35.0,0.75,17.58,21.0,0.73,15.23,15.83,59.23,5.0,-0.16424,Real Estate,Blend,Medium,3.0
37.0,0.75,17.58,22.0,0.73,15.22,15.82,59.26,6.0,-0.16424,Real Estate,Blend,Medium,3.0
72.0,0.56,6.83,87.0,0.56,5.54,13.17,86.91,72.0,-0.16424,Allocation--15% to 30% Equity,Blend,Large,3.0
69.0,0.82,9.43,84.0,0.81,7.56,13.17,96.56,70.0,-0.16424,Allocation--30% to 50% Equity,Blend,Large,3.0
63.0,0.95,11.25,55.0,0.96,9.26,8.84,92.38,9.0,-0.11575,Allocation--50% to 70% Equity,Growth,Large,2.0
60.0,1.09,12.4,74.0,1.08,9.93,13.17,98.93,51.0,-0.16424,Allocation--50% to 70% Equity,Blend,Large,3.0
62.0,0.95,11.27,54.0,0.96,9.28,8.85,92.31,9.0,-0.11502,Allocation--50% to 70% Equity,Growth,Large,2.0
56.0,1.12,5.82,31.0,1.19,5.61,5.4,42.54,20.0,-0.16424,World Bond,Blend,Small,3.0
56.0,1.34,15.28,57.0,1.33,12.26,13.17,99.0,56.0,-0.16424,Allocation--70% to 85% Equity,Blend,Large,3.0
47.0,1.6,18.34,44.0,1.59,14.74,13.17,98.45,51.0,-0.16424,Allocation--85%+ Equity,Blend,Large,3.0
69.0,0.95,11.28,59.0,0.96,9.3,8.86,92.31,10.0,-0.1161,Allocation--50% to 70% Equity,Growth,Large,2.0
51.0,1.01,16.41,39.0,1.01,13.51,13.17,87.57,70.0,0.15946,Unknown,Blend,Large,3.0
38.0,1.12,5.83,22.0,1.19,5.62,5.4,42.55,17.0,-0.16424,World Bond,Blend,Small,3.0
38.0,1.12,5.83,22.0,1.19,5.62,5.4,42.55,17.0,-0.16424,World Bond,Blend,Small,3.0
42.0,1.12,5.83,26.0,1.19,5.62,5.4,42.55,17.0,-0.16424,World Bond,Blend,Small,3.0
24.0,0.97,18.89,19.0,0.97,15.64,15.12,90.85,11.0,-0.12573,Large Growth,Growth,Large,3.0
32.0,0.96,18.65,25.0,0.96,15.4,15.07,90.61,14.0,-0.12775,Large Growth,Growth,Large,3.0
18.0,0.69,13.62,35.0,0.67,11.07,13.17,82.9,17.0,-0.15423,Multistrategy,Growth,Medium,5.0
16.0,1.16,22.94,28.0,1.14,18.64,16.69,88.09,1.0,-0.24602,Mid-Cap Blend,Blend,Medium,3.0
4.0,1.08,21.69,14.0,1.07,17.75,16.39,80.5,69.0,-0.26932,Global Real Estate,Blend,Medium,4.0
67.0,1.46,16.73,71.0,1.01,13.51,13.17,99.03,82.0,-0.21308,Target-Date 2060+,Blend,Large,3.0
25.0,0.96,18.66,19.0,0.96,15.42,15.1,90.6,11.0,-0.12592,Large Growth,Growth,Large,3.0
62.0,1.11,4.39,84.0,1.04,3.8,3.25,74.51,48.0,-0.0001,Intermediate Core-Plus Bond,Blend,Medium,3.0
71.0,0.95,18.0,69.0,0.96,14.8,14.27,96.24,63.0,-0.23041,Large Blend,Blend,Large,3.0
7.0,0.66,13.08,18.0,1.01,13.51,13.17,82.94,7.0,-0.2014,Multistrategy,Value,Medium,5.0
72.0,1.09,21.23,51.0,1.07,17.12,14.88,90.54,83.0,-0.24075,Mid-Cap Growth,Blend,Medium,2.0
6.0,0.66,13.1,14.0,1.01,13.51,13.17,82.83,6.0,-0.2014,Multistrategy,Value,Medium,5.0
56.0,1.12,4.46,78.0,1.06,3.86,3.3,73.7,27.0,-0.00038,Intermediate Core-Plus Bond,Blend,Medium,3.0
58.0,1.12,4.44,79.0,1.06,3.84,3.3,74.17,39.0,-0.00084,Intermediate Core-Plus Bond,Blend,Medium,3.0
52.0,0.89,10.68,64.0,0.92,8.99,13.17,88.95,82.0,-0.12595,World Allocation,Blend,Large,2.0
57.0,1.02,20.12,36.0,1.03,16.93,16.28,83.66,20.0,-0.11334,Technology,Growth,Large,2.0
51.0,0.89,10.66,63.0,0.92,8.97,13.17,89.22,82.0,-0.12464,World Allocation,Blend,Large,1.0
83.0,0.81,17.25,78.0,1.01,13.51,13.17,71.34,87.0,-0.24064,Global Real Estate,Blend,Medium,2.0
69.0,0.95,18.0,66.0,0.96,14.8,14.27,96.25,61.0,-0.22995,Large Blend,Blend,Large,3.0
53.0,0.82,17.45,75.0,0.86,15.82,15.86,71.94,60.0,-0.13665,Health,Blend,Large,3.0
51.0,0.89,10.7,62.0,0.92,8.99,13.17,88.88,82.0,-0.12536,World Allocation,Blend,Large,2.0
71.0,1.03,19.76,66.0,1.02,16.07,14.76,93.45,39.0,-0.15102,Large Growth,Growth,Large,3.0
51.0,0.88,10.6,63.0,0.92,8.93,13.17,89.14,82.0,-0.12548,World Allocation,Blend,Large,1.0
54.0,1.03,20.14,32.0,1.03,16.94,16.29,83.65,19.0,-0.11163,Technology,Growth,Large,2.0
11.0,0.71,14.05,42.0,1.01,13.51,13.17,86.36,18.0,-0.1737,Long-Short Equity,Blend,Medium,4.0
22.0,0.63,10.14,34.0,0.54,8.02,7.04,4.52,38.0,-0.14514,High Yield Bond,Blend,Medium,4.0
4.0,1.13,20.27,7.0,1.12,16.82,19.73,95.89,6.0,-0.24902,Foreign Large Blend,Blend,Large,5.0
17.0,0.69,13.67,30.0,0.67,11.1,13.17,83.05,12.0,-0.15235,Multistrategy,Growth,Medium,5.0
50.0,1.5,17.2,74.0,1.01,13.51,13.17,98.9,89.0,-0.21392,Target-Date 2060+,Blend,Large,3.0
60.0,1.5,17.17,81.0,1.01,13.51,13.17,98.9,91.0,-0.21474,Target-Date 2060+,Blend,Large,3.0
40.0,1.51,17.21,64.0,1.01,13.51,13.17,98.91,87.0,-0.21343,Target-Date 2060+,Blend,Large,3.0
51.0,1.5,17.2,75.0,1.01,13.51,13.17,98.92,88.0,-0.21417,Target-Date 2060+,Blend,Large,3.0
45.0,1.5,17.2,71.0,1.01,13.51,13.17,98.93,88.0,-0.21335,Target-Date 2060+,Blend,Large,3.0
44.0,1.5,17.16,69.0,1.01,13.51,13.17,98.89,88.0,-0.21322,Target-Date 2060+,Blend,Large,3.0
37.0,1.5,17.17,62.0,1.01,13.51,13.17,98.91,86.0,-0.21247,Target-Date 2060+,Blend,Large,3.0
56.0,1.5,17.18,77.0,1.01,13.51,13.17,98.89,89.0,-0.21417,Target-Date 2060+,Blend,Large,3.0
18.0,1.64,18.81,31.0,1.63,15.08,14.09,98.09,58.0,-0.22377,Allocation--85%+ Equity,Blend,Large,4.0
28.0,1.12,12.8,53.0,1.11,10.23,9.56,98.46,52.0,-0.15266,Allocation--50% to 70% Equity,Blend,Large,3.0
23.0,1.39,15.91,36.0,1.38,12.74,12.01,98.45,59.0,-0.18958,Allocation--70% to 85% Equity,Blend,Large,3.0
35.0,0.83,9.57,47.0,0.82,7.67,7.04,96.97,44.0,-0.11399,Allocation--30% to 50% Equity,Blend,Large,3.0
47.0,0.54,6.57,60.0,0.54,5.31,4.84,87.82,50.0,-0.071,Allocation--15% to 30% Equity,Blend,Large,3.0
67.0,1.16,23.14,44.0,1.13,18.38,15.48,86.93,42.0,-0.31896,Mid-Cap Value,Value,Medium,2.0
30.0,0.98,18.41,30.0,1.0,15.17,14.02,98.15,49.0,-0.18348,Large Blend,Blend,Large,3.0
2.0,1.43,33.75,2.0,1.36,27.3,23.15,58.12,99.0,-0.21158,Technology,Growth,Small,5.0
72.0,1.03,19.76,68.0,1.03,16.1,14.85,93.44,41.0,-0.15172,Large Growth,Growth,Large,3.0
96.0,1.04,20.93,97.0,1.02,16.77,14.6,85.54,90.0,-0.29109,Mid-Cap Value,Value,Medium,2.0
63.0,0.95,11.27,55.0,0.96,9.29,8.85,92.32,9.0,-0.11523,Allocation--50% to 70% Equity,Growth,Large,2.0
71.0,1.09,21.24,50.0,1.07,17.12,14.88,90.54,82.0,-0.24064,Mid-Cap Growth,Blend,Medium,2.0
52.0,1.12,4.45,73.0,1.06,3.85,3.29,73.99,26.0,-0.00017,Intermediate Core-Plus Bond,Blend,Medium,3.0
